timestamp,gas_level,temperature,pressure,smoke_level,alarm
2026-01-01 00:00:00,73.8261880234215,73.5815315178621,119.47597572814352,1.4023593744099632,0
2026-01-01 00:01:00,97.53419117681717,51.297464677101274,201.61241149243656,8.068863956384646,0
2026-01-01 00:02:00,22.987395156326926,49.43771765249048,137.51283960392107,5.880367631635609,0
2026-01-01 00:03:00,165.09306505722958,69.50617911479786,269.7849958289229,9.827445833573993,0
2026-01-01 00:04:00,48.66607696581573,44.61227092805897,246.76780325032053,6.524437100507646,0
2026-01-01 00:05:00,30.81767785310886,28.77127235203553,186.64283585875344,8.52142090198839,0
2026-01-01 00:06:00,117.59182751601423,41.64878305730613,257.38911637037086,6.174103026481344,0
2026-01-01 00:07:00,0.0,54.98285385884125,263.352111097178,11.914554354859273,0
2026-01-01 00:08:00,169.82595314738967,93.86245152410784,138.00020107485193,11.379456734398042,1
2026-01-01 00:09:00,49.707425588472795,93.86245152410784,171.49603130873373,4.764829375780346,1
2026-01-01 00:10:00,61.74828485843239,56.43950871514997,201.0205689750103,9.174167793560866,0
2026-01-01 00:11:00,103.80664791994388,55.45334653048946,291.5047394590311,1.4258627693481585,0
2026-01-01 00:12:00,133.68318023359097,28.575171920336164,189.9986666794993,8.833866784021904,0
2026-01-01 00:13:00,97.59456890060277,55.17378442979596,201.10282341668199,5.5589996308161105,0
2026-01-01 00:14:00,48.50312016145549,42.27571898289021,183.59372280041103,5.582749184463238,0
2026-01-01 00:15:00,64.38260128252315,57.83454077476283,150.28144900364225,2.949667659792678,0
2026-01-01 00:16:00,90.22935351411282,65.55433874828563,203.1074491517302,4.77482556339649,0
2026-01-01 00:17:00,107.0913248604749,69.01675908712907,248.79315705953422,8.120769879318836,0
2026-01-01 00:18:00,79.01602235557753,79.54825395326958,198.13792441851444,5.201370189302785,0
2026-01-01 00:19:00,89.4859909222771,70.38112248707745,183.8666114502816,4.6635222308250395,0
2026-01-01 00:20:00,108.49294918390518,85.88000623151261,229.41808944118213,4.095895862193732,0
2026-01-01 00:21:00,216.47390350333507,81.71637971338805,235.01550068362178,5.8854181961609076,0
2026-01-01 00:22:00,175.72339462107965,72.07043951335697,198.1495875368447,2.3648527846179066,0
2026-01-01 00:23:00,87.54139479234294,76.16436908913253,186.41818574254881,9.637982983398018,0
